member_name,session_id,model,input_tokens,output_tokens,cache_creation_tokens,cache_read_tokens,cost_usd,project_name,recorded_at
ben_baldivia,4047fefc-aa47-4182-b5a7-b8964bd510e8,claude-opus-4-6,87,8545,91614,2398643,1.985969,-Users-benbaldivia-dev-2-kiloforge-wt-kfc-d780f5-worker-1,2026-03-12 01:24:15.732+00
ben_baldivia,89574778-1440-40fe-88ff-e2f069ec561d,claude-opus-4-6,4,20,23896,17618,0.158679,-Users-benbaldivia-dev-2-kiloforge-wt-kfc-d780f5-worker-1,2026-03-12 01:22:44.677+00
ben_baldivia,5c368403-6bbd-4048-b8e6-8d767021c411,claude-opus-4-6,21,1639,62824,310736,0.589098,-Users-benbaldivia-dev-2-kiloforge-wt-kfc-d780f5-worker-1,2026-03-12 01:19:04.774+00
ben_baldivia,995d1c14-76d7-4a24-9067-6e0b7ce56989,claude-opus-4-6,78,4943,35157,1350438,1.01891525,-Users-benbaldivia-dev-2-kiloforge-wt,2026-03-12 01:14:42.603+00
inkeun,16e2413a-a529-4d98-822d-7b0b5850cf32,gpt-5.4,30655,218,0,0,0.095235,workspace,2026-03-12 01:05:24.286+00
ben_baldivia,9f3c84a6-34b1-46dd-9adb-315202f509d5,claude-opus-4-6,113,8148,59721,2368485,1.76176375,projects,2026-03-12 01:02:32.917+00
ben_baldivia,9f3c84a6-34b1-46dd-9adb-315202f509d5,claude-opus-4-6,113,8148,59721,2368485,1.76176375,-Users-benbaldivia-dev-2-kiloforge-wt,2026-03-12 01:02:32.917+00
ben_baldivia,0a1e23b4-99c7-4b1f-9117-7f6cf1872d56,claude-opus-4-6,13,661,58657,71348,0.41887025,-Users-benbaldivia-dev-2-kiloforge-wt,2026-03-12 00:58:58.915+00
inkeun,f91824fe-eae8-4056-8ef0-c002ab14b3aa,gpt-5.4,15270,252,0,14976,0.0540828,workspace,2026-03-12 00:35:27.058+00
inkeun,2acfcc6d-fa00-41cb-aa11-f7015d0a6095,gpt-5.4,441114,5121,0,1078016,1.7235618,workspace,2026-03-12 00:34:57.867+00
inkeun,121fae57-5ebf-4480-a3b2-8f403a919fee,gpt-5.4,145399,5106,0,595584,0.6914622,workspace,2026-03-12 00:32:38.168+00
ben_baldivia,3f06d8fc-06e4-4cb1-86d8-312745d310ca,claude-opus-4-6,23,3636,22404,150093,0.3060865,-Users-benbaldivia-dev-2-kiloforge-wt-worker-4,2026-03-12 00:21:37.379+00
inkeun,79a12fdb-a6f8-4efd-8908-2e9ec28a049e,gpt-5.4,53294,1264,0,40576,0.1910148,workspace,2026-03-12 00:06:34.428+00
inkeun,5c577f05-3401-40c3-bd5e-57b82023b278,gpt-5.4,15541,213,0,15104,0.0543492,workspace,2026-03-12 00:04:59.584+00
ben_baldivia,47f07b22-fe5f-40ee-a752-7c9426e5a156,claude-opus-4-6,6,65,23060,12742,0.152151,-Users-benbaldivia-dev-2-kiloforge-wt-worker-1-backend-internal-adapter-rest,2026-03-11 23:52:38.727+00
ben_baldivia,cc655dda-e685-40cf-90d3-2ea3a382f1a0,claude-opus-4-6,84,12190,159910,2871993,2.740604,-Users-benbaldivia-dev-2-kiloforge-wt-worker-3,2026-03-11 23:51:13.274+00
ben_baldivia,8f3845e9-1fdd-45a0-a80f-92bd5d4e3223,claude-opus-4-6,126,12108,91155,4159232,2.95266475,-Users-benbaldivia-dev-2-kiloforge-wt-worker-2,2026-03-11 23:50:51.82+00
ben_baldivia,f5e75a4d-a7cc-42b2-ab75-0639b986a130,claude-opus-4-6,64,7787,79387,1605157,1.49374225,-Users-benbaldivia-dev-2-kiloforge-wt-worker-1,2026-03-11 23:48:52.534+00
inkeun,a0fc7507-b4bb-4894-9dea-5d8e1a4ebe90,gpt-5.4,54326,1120,0,57984,0.1971732,workspace,2026-03-11 23:47:59.139+00
inkeun,e051e894-26b7-4a73-8113-09d729151f9b,gpt-5.4,33381,539,0,31744,0.1177512,workspace,2026-03-11 23:32:58.935+00
inkeun,fc0a46d1-fef3-4d8c-9e97-7f7cc97c73bb,gpt-5.4,248249,5791,0,644736,1.0250328,workspace,2026-03-11 23:32:21.123+00
ben_baldivia,994d2138-5438-4435-9036-467d5230550c,claude-opus-4-6,100,7507,52754,2061017,1.548396,-Users-benbaldivia-dev-2-kiloforge-wt-worker-3,2026-03-11 23:27:44.416+00
inkeun,4e719aab-f24c-467b-9d0e-14f1c3781603,gpt-5.4,15554,244,0,15104,0.0548532,workspace,2026-03-11 23:04:27.282+00
ben_baldivia,f3366bf9-67b9-4d05-bd16-d561a718dd83,claude-opus-4-6,138,12737,85825,3288861,2.49995175,-Users-benbaldivia-dev-2-kiloforge-wt-worker-3,2026-03-11 22:57:45.106+00
ben_baldivia,afd0739e-18d2-4685-a68b-4f770aafb6cd,claude-opus-4-6,11,661,29076,119013,0.2578115,-Users-benbaldivia-dev-2-kiloforge-wt-worker-3,2026-03-11 22:51:59.476+00
inkeun,e2acc332-727e-4e65-ab17-ba59757636da,gpt-5.4,33219,522,0,15104,0.1120182,workspace,2026-03-11 22:30:58.617+00
inkeun,35152484-f37c-4c91-962c-a92eb152c9a4,gpt-5.4,233489,3910,0,624128,0.9463554,workspace,2026-03-11 22:30:26.842+00
inkeun,488dc544-9257-467c-820b-791e479f17b0,gpt-5.4,30508,222,0,0,0.094854,workspace,2026-03-11 22:03:54.716+00
inkeun,ce7461d1-d37e-416a-b33a-717829ec1aa2,gpt-5.4,83309,4618,0,182528,0.3739554,workspace,2026-03-11 22:03:41.539+00
inkeun,e8bbdf88-20cd-449f-8f50-0521e8c5870e,gpt-5.4,33350,2648,0,330240,0.238842,workspace,2026-03-11 22:01:54.703+00
ben_baldivia,d4b2562f-b230-497e-9feb-acf90c76e299,claude-opus-4-6,164,18434,280049,6462003,5.44297775,projects,2026-03-11 21:35:26.584+00
inkeun,d97109f7-62ee-4c28-a511-e7480d430340,gpt-5.4,18926,743,0,46592,0.0819006,workspace,2026-03-11 21:29:20.199+00
inkeun,57b98d48-634a-4d3b-b371-09f9a4d0f822,gpt-5.4,220738,6048,0,979200,1.046694,workspace,2026-03-11 21:28:43.685+00
inkeun,8d7731f5-41a7-49f7-b419-911d5122e777,gpt-5.4,75088,2352,0,15232,0.2651136,workspace,2026-03-11 21:06:56.307+00
inkeun,664e64ff-f4ec-493b-9309-757dee660fd8,gpt-5.4,30719,297,0,0,0.096612,workspace,2026-03-11 20:59:53.106+00
inkeun,72b5225a-5041-4f70-89da-36b96e197a8e,gpt-5.4,42176,1068,0,123136,0.1794888,workspace,2026-03-11 20:48:05.372+00
inkeun,8292f2dd-c02c-4711-9d7d-504bb91e8399,gpt-5.4,15736,598,0,61184,0.0745332,workspace,2026-03-11 20:27:18.505+00
inkeun,c8df6f94-f6b8-4a60-90cf-c29a90cef7bd,gpt-5.4,223282,3991,0,682240,0.934383,workspace,2026-03-11 20:26:21.324+00
inkeun,a818a9e1-9e8d-4f7f-97ee-7cbb51afa4e2,gpt-5.4,15611,322,0,15104,0.0561942,workspace,2026-03-11 19:59:07.923+00
inkeun,1f5c2f78-c87d-4fab-8386-2c5d9f9ec107,gpt-5.4,35087,751,0,49920,0.131502,workspace,2026-03-11 19:24:54.865+00
inkeun,1eedf3a5-1999-4b65-a739-4651c042f209,gpt-5.4,114559,5747,0,737536,0.6511428,workspace,2026-03-11 19:24:11.612+00
inkeun,e8470ca7-592a-4d4f-896a-21892d17647a,gpt-5.4,16260,289,0,15104,0.0576462,workspace,2026-03-11 18:58:42.567+00
inkeun,0e2fb693-271e-4e27-b5af-f9dad726e8c8,gpt-5.4,34112,824,0,65408,0.1343184,workspace,2026-03-11 18:22:50.295+00
inkeun,c66c0b22-54db-4348-9172-6eb1e50486e2,gpt-5.4,124494,2888,0,219776,0.4827348,workspace,2026-03-11 18:22:05.329+00
inkeun,dd268450-aa18-4f9f-8d87-1ee8096e6e5d,gpt-5.4,52068,2674,0,91520,0.22377,workspace,2026-03-11 18:07:01.067+00
claude,8ac873cb-c44f-44dd-b9e9-79a7aad06bf4,claude-opus-4-6,935,81974,4508695,34642342,47.55453975,projects,2026-03-11 17:59:22.279+00
inkeun,b6c25c6f-e3a1-41bb-854b-ac0f838d2b1d,gpt-5.4,17599,496,0,49408,0.0750594,workspace,2026-03-11 17:58:17.898+00
김성민,d53a0d23-8edf-4a8f-ab6e-f4ad7a0a9643,claude-opus-4-6,1151,88134,1907522,33793436,31.0278355,-home-khemoo-tmp-workspace-sim-workstation,2026-03-11 17:51:31.039+00
inkeun,83f5b103-5a7d-4f1e-93fc-eda56afc5464,gpt-5.4,64685,1930,0,242816,0.2958498,workspace,2026-03-11 17:48:54.993+00
inkeun,5b88e709-adf6-4495-95b9-c6d212cd0199,gpt-5.4,30520,382,0,15104,0.1018212,workspace,2026-03-11 17:21:18.174+00
inkeun,b538551b-4ddf-4d1e-9cfb-6c7087224cd9,gpt-5.4,15252,289,0,0,0.050091,workspace,2026-03-11 17:19:34.093+00
inkeun,72866f9f-2012-4b59-929d-43adca6da3ce,gpt-5.4,15537,235,0,15104,0.0546672,workspace,2026-03-11 16:57:49.06+00
claude,ff2052f9-5e7a-48f0-b6f6-2ed64b8ba992,claude-opus-4-6,25,1941,125022,427590,1.0438325,projects,2026-03-11 16:41:34.35+00
inkeun,28264268-0f5f-43db-a0fc-9f8c1253f3a7,gpt-5.4,48649,535,0,16512,0.1589256,workspace,2026-03-11 16:19:43.219+00
inkeun,9c1b356b-1feb-4764-aedb-fbb004612fb6,gpt-5.4,116607,4626,0,844032,0.6724206,workspace,2026-03-11 16:19:11.099+00
inkeun,ca7ecb21-a150-4b59-99f7-f559ee13cc2a,gpt-5.4,30628,226,0,0,0.095274,workspace,2026-03-11 15:57:25.665+00
inkeun,d251ed7b-676e-4505-91e4-82912bd035d6,gpt-5.4,665,392,0,44928,0.0213534,workspace,2026-03-11 15:17:50.039+00
inkeun,bebfbb33-688d-44c3-b6db-713b74e4754a,gpt-5.4,231622,3992,0,459648,0.8926404,workspace,2026-03-11 15:17:15.293+00
inkeun,ad5a17c9-1cf5-43d3-b4a3-169242696b54,gpt-5.4,26400,1798,0,63872,0.1253316,workspace,2026-03-11 15:06:42.19+00
inkeun,a057df66-70fe-4838-9e32-ea8ed164651d,gpt-5.4,17098,422,0,31616,0.0671088,workspace,2026-03-11 14:57:00.815+00
inkeun,03b01121-3093-49fe-a910-3b7cd37eb4d5,gpt-5.4,47457,1909,0,222976,0.2378988,workspace,2026-03-11 14:48:56.688+00
Da-hye Kim,6e6a8ad9-4e4f-4658-b402-baa740554a40,claude-opus-4-6,4902,83923,778698,29661143,21.820019,projects,2026-03-11 14:47:48.019+00
Da-hye Kim,bbdc70e5-346f-4428-aba2-ddcc8b2279e9,claude-opus-4-6,6,437,12374,70995,0.12379,-home-meliora-temp-for-claude,2026-03-11 14:46:12.679+00
jaeyoon,3809fddb-d065-45f8-b379-37827352a47b,claude-opus-4-6,136,52708,350535,9850980,8.43471375,-mnt-raid12-users-jyjung-ourvla,2026-03-11 14:38:10.527+00
inkeun,cf1c9e59-7912-4a3b-9f7d-e2e1d3983c22,gpt-5.4,15181,361,0,15104,0.0554892,workspace,2026-03-11 14:16:10.772+00
inkeun,6614f6b6-70f4-45c6-ba97-ae0e2c0aef1d,gpt-5.4,122680,5008,0,855936,0.6999408,workspace,2026-03-11 14:15:47.462+00
김성민,9ee428ae-c34e-4ff8-87b9-36bff326b787,claude-opus-4-6,81,9561,184231,1031275,1.90651125,-home-khemoo-pt-RB-Y1,2026-03-11 14:08:06.418+00
inkeun,64d8d183-e70f-4f53-b50f-b52b21c48fdb,gpt-5.4,17063,509,0,31872,0.0683856,workspace,2026-03-11 13:56:36.02+00
Da-hye Kim,5ad973a8-f61c-4da8-a92f-d3fd096dde2f,claude-opus-4-6,2623,118634,1384510,57385312,40.3248085,projects,2026-03-11 13:50:33.603+00
inkeun,7cb144f2-1d52-4e36-80fe-1204957d0645,claude-haiku-4-5-20251001,85,1063,221347,374381,0.31952185,projects,2026-03-11 13:35:18.782+00
jaeyoon,44206856-e46d-43b5-bdef-c459f68de6e9,claude-opus-4-6,7615,93022,4160336,40700207,48.7158285,projects,2026-03-11 13:34:13.203+00
claude,03f3e1b3-2e39-48f5-9465-72670d505300,claude-opus-4-6,1125,103784,3223169,39574478,42.53227025,projects,2026-03-11 13:28:54.889+00
inkeun,e740996a-6003-41d5-af58-51c9a308a37b,gpt-5.4,15559,210,0,15104,0.0543582,workspace,2026-03-11 13:26:26.138+00
inkeun,b3989372-72a5-4040-947b-e1464062da47,claude-opus-4-6,50,7124,232925,2090996,2.67962925,projects,2026-03-11 13:24:42.857+00
inkeun,a24e6e10-c11e-42bc-b040-cc6d6608fe9c,gpt-5.4,35782,982,0,85888,0.1478424,workspace,2026-03-11 13:14:57.523+00
inkeun,c4f99725-7ba5-4bd0-8eda-f89fc4af97b3,gpt-5.4,260361,5699,0,877696,1.1298768,workspace,2026-03-11 13:14:09.251+00
inkeun,d8ced177-4ed7-4c8c-a6da-bcd55f1335a8,gpt-5.4,31210,372,0,15104,0.1037412,workspace,2026-03-11 12:56:30.261+00
inkeun,9b849d1f-ea1e-4c1c-9f27-eb562f86bed3,gpt-5.4,15584,286,0,15104,0.0555732,workspace,2026-03-11 12:26:27.773+00
inkeun,ab11f642-4ce2-47a4-85e1-0cc0c2d874cd,gpt-5.4,15686,666,0,61440,0.07548,workspace,2026-03-11 12:12:17.472+00
inkeun,1633bf86-e454-40c1-8c00-4a690def9537,gpt-5.4,108688,6068,0,990720,0.7143,workspace,2026-03-11 12:11:33.546+00
김선후,1641c8b5-6f27-4623-a46b-1160dfc8725b,claude-opus-4-6,5,4124,26012,46914,0.289157,C--Project-worv-game-simulator-sales,2026-03-11 12:11:15.434+00
inkeun,8b48b875-f1d6-42b5-ab37-9dc42aa54edc,gpt-5.4,39072,1843,0,64768,0.1642914,workspace,2026-03-11 12:06:42.6+00
김성민,0738750f-7a92-4aa2-8c1b-e6b5d059314b,claude-opus-4-6,81,19988,207546,1730352,2.6624435,-home-khemoo-pt-simul,2026-03-11 12:04:51.07+00
inkeun,1fa7e720-f6c0-4630-8b4c-9d3f8a805bfe,gpt-5.4,30647,291,0,0,0.096306,workspace,2026-03-11 11:56:28.209+00
hletrd,40be6098-26ef-4963-8b7a-db23e45dbd05,claude-opus-4-6,301,25040,644671,9318499,9.31594825,-Users-hletrd-git-Xylolabs-Knowledge-Engine,2026-03-11 11:55:53.394+00
ben_baldivia,7d8ffec4-e6dd-4195-935c-f5677ee079f2,claude-opus-4-6,300,54748,279419,19830042,13.03158975,projects,2026-03-11 11:50:22.142+00
inkeun,3d52c778-4e04-42fe-bd7d-1779649ca70d,gpt-5.4,61891,1247,0,119808,0.2403204,workspace,2026-03-11 11:48:40.342+00
inkeun,68194af5-8854-4a6b-9529-6201549ead49,gpt-5.4,17683,611,0,49536,0.0770748,workspace,2026-03-11 11:26:34.052+00
김선후,82ee7c2c-9e08-4331-bb5c-79b8d2d6c430,claude-opus-4-6,6,1052,8742,24620,0.0932775,C--Project-worv-game-simulator-sales,2026-03-11 11:23:33.358+00
ben_baldivia,75482461-9618-4e75-8cbb-fdaf9444f061,claude-opus-4-6,6,60,13562,17300,0.0949425,-Users-benbaldivia-dev-2-kiloforge-wt-worker-4-backend-internal-adapter-rest,2026-03-11 11:16:22.596+00
ben_baldivia,22ab2e3b-39fa-4103-9de8-b3ce0eff1952,claude-opus-4-6,117,10941,99352,4325364,3.057742,projects,2026-03-11 11:12:29.371+00
ben_baldivia,a4b43b1f-6526-4d61-ab65-7ed18cee7697,claude-opus-4-6,6,62,42094,17300,0.2733175,-Users-benbaldivia-dev-2-kiloforge-wt-worker-2-backend-internal-adapter-rest,2026-03-11 11:10:58.446+00
inkeun,97e0882b-88b6-4200-af1c-93f038f5a4c0,gpt-5.4,15913,592,0,31360,0.066027,workspace,2026-03-11 11:10:02.631+00
inkeun,75323a5f-924c-4274-97a6-a4ca379a7e0f,gpt-5.4,207002,5179,0,546944,0.8627742,workspace,2026-03-11 11:09:33.036+00
ben_baldivia,85797fe2-fa67-4eb4-88f7-0b72d53f60c1,claude-opus-4-6,6,67,42666,17300,0.2770175,projects,2026-03-11 11:06:24.748+00
inkeun,28596ec1-4a53-42f6-94d2-ebab12d4d53f,gpt-5.4,45135,4353,0,278912,0.2843736,workspace,2026-03-11 11:01:41.05+00
ben_baldivia,99d3f04d-719c-4910-bfcb-75becd48860f,claude-opus-4-6,6,159,41680,17300,0.273155,projects,2026-03-11 10:54:05.321+00
ben_baldivia,1aa5c8db-000f-40b1-bafb-da4392d64227,claude-opus-4-6,6,153,41696,17300,0.273105,projects,2026-03-11 10:54:04.876+00
ben_baldivia,2514d955-aa7c-46ee-bc5d-04632335b841,claude-opus-4-6,102,9056,93281,3287361,2.45359675,-Users-benbaldivia-dev-2-kiloforge-wt-worker-4,2026-03-11 10:50:00.483+00
ben_baldivia,12100147-9713-4f8a-8b98-38c9cf5e9c48,claude-opus-4-6,135,14397,174721,5923614,4.41441325,-Users-benbaldivia-dev-2-kiloforge-wt-worker-5,2026-03-11 10:49:51.154+00
ben_baldivia,94d5167e-81da-4219-bf3a-c0d2989871bf,claude-opus-4-6,411,52768,644114,28740622,19.7172785,projects,2026-03-11 10:49:32.695+00
inkeun,db7f831d-7431-4fb7-b091-2ca6dd53d6f5,claude-opus-4-6,22,2166,162526,410280,1.2751875,projects,2026-03-11 10:47:53.947+00
claude,7a95e4eb-19fc-4703-a7c2-85c593f80f87,claude-opus-4-6,6183,115958,4528827,26736871,44.60346925,projects,2026-03-11 10:38:55.661+00
ben_baldivia,738f7cb0-18f2-43e8-9198-5407e3d0051e,claude-opus-4-6,7137,25849,223418,7707276,5.9319105,projects,2026-03-11 10:33:09.966+00
hletrd,cd7d98ed-7ea8-4575-bebb-e75840de6592,claude-opus-4-6,2078,166145,2687418,80180583,61.050669,-Users-hletrd-git-Xylolabs-Knowledge-Engine,2026-03-11 10:31:12.637+00
김성민,569495c1-720f-4026-9537-31a65d0c9eb9,claude-opus-4-6,4752,263098,10546396,137094017,141.0631935,-home-khemoo-tmp-workspace-isaac-sim,2026-03-11 10:26:12.825+00
inkeun,906d93ee-1a61-4a80-bab6-bae2b6a353d1,gpt-5.4,17106,403,0,31616,0.0668478,workspace,2026-03-11 10:26:03.613+00
ben_baldivia,107c49c6-2398-466e-bee2-b1b950cfeef4,claude-opus-4-6,6,55,47384,12742,0.303926,-Users-benbaldivia-dev-2-kiloforge-wt-worker-4-backend-internal-adapter-rest,2026-03-11 10:20:48.864+00
claude,75d92ca8-5cd6-4784-81eb-940ce6595211,claude-opus-4-6,21,1269,190642,239234,1.3429595,projects,2026-03-11 10:18:20.27+00
ben_baldivia,6f27b6ba-47f8-4f7b-b085-2670b9e24c16,claude-opus-4-6,91,10908,87647,2880236,2.26106675,projects,2026-03-11 10:17:04.713+00
김성민,de43eafb-0e58-4052-bd58-30b3edb71290,claude-opus-4-6,75,6734,183299,888177,1.75843225,-home-khemoo-tmp-workspace-isaac-sim,2026-03-11 10:16:15.371+00
inkeun,aeaf720e-0069-4a16-b1fb-c8dfd1be8e19,gpt-5.4,15855,757,0,61184,0.0772752,workspace,2026-03-11 10:08:10.559+00
inkeun,423c16c5-6374-4468-9284-8b3b304e4229,gpt-5.4,181932,5196,0,201216,0.6841008,workspace,2026-03-11 10:07:27.956+00
Da-hye Kim,45d22a8b-0784-4077-8dbe-eb785c6646f2,claude-opus-4-6,35,2217,50261,552196,0.64582925,projects,2026-03-11 09:42:49.948+00
claude,e399fb7c-cbce-45ae-982b-d3528db17730,claude-opus-4-6,348,43796,411661,13049081,10.19406175,projects,2026-03-11 09:38:45.404+00
cyjun0304,dd01fbda-c5d0-4277-b952-b02cda2fdf9b,claude-opus-4-6,50,17812,164317,1594107,2.26958475,-mnt-home-cyjun0304-sim-workstation,2026-03-11 09:34:20.885+00
김선후,5b33be31-3628-4c21-a8cc-7321eb90d305,claude-opus-4-6,904,2720,40273,237838,0.44314525,C--Project-worv-game-simulator-sales,2026-03-11 09:31:40.732+00
inkeun,c58caf86-d2fc-4a1a-a21c-5c7f32a1e902,gpt-5.4,31473,401,0,0,0.100434,workspace,2026-03-11 09:25:30.832+00
Da-hye Kim,2dbc5d28-dc62-4d19-b626-6aa94a03c809,claude-opus-4-6,169,13496,219394,4110844,3.7648795,projects,2026-03-11 09:22:37.208+00
ben_baldivia,1adbd9d5-0269-47e5-888d-bb46f8ef7652,claude-opus-4-6,144,11765,143942,2816393,2.602679,projects,2026-03-11 09:15:29.047+00
김선후,e827f444-2390-49c6-9b5f-403e2dd97c1b,claude-opus-4-6,165,70313,372638,11505373,9.840324,C--Project-worv-game-simulator-sales,2026-03-11 09:11:14.804+00
inkeun,5bd4735e-f1b8-40cf-b9e1-3abe0dd7e9dc,gpt-5.4,15297,517,0,30464,0.0627852,workspace,2026-03-11 09:07:29.165+00
inkeun,08d1be8e-b581-4de0-82fa-103714f4468d,gpt-5.4,36958,2353,0,60544,0.1643322,workspace,2026-03-11 09:06:55.949+00
inkeun,b0ee9ba8-7611-46da-b20a-dd5a4f73378d,gpt-5.4,108911,3677,0,437760,0.513216,workspace,2026-03-11 09:05:46.051+00
claude,47724e40-0923-4e4d-a967-eec71552b62b,claude-opus-4-6,104,21986,571758,3312727,5.780021,projects,2026-03-11 09:03:04.344+00
ben_baldivia,39d25bcd-bb36-4851-802a-fe312039d83d,claude-opus-4-6,104,7810,70331,1547862,1.40926975,projects,2026-03-11 09:02:09.817+00
ben_baldivia,02c9beab-8dc8-4765-bfa4-f13ce402f0ed,claude-opus-4-6,14,476,29731,145785,0.27068125,-Users-benbaldivia-dev-golf-path-gen,2026-03-11 09:01:26.167+00
ben_baldivia,1bf01664-ab5e-406e-a253-0d6123123679,claude-opus-4-6,6,62,46622,12742,0.2993385,-Users-benbaldivia-dev-2-kiloforge-wt-worker-1-backend-internal-adapter-rest,2026-03-11 09:00:31.95+00
김선후,0bcea11e-d27e-4c56-b5e4-53d922b1488b,claude-opus-4-6,18047,26886,190107,2586464,3.24378575,C--Project-game-ai-learning-loop,2026-03-11 08:57:10.555+00
ben_baldivia,d713b045-239a-4631-8b35-ef0989c59e49,claude-opus-4-6,187,14187,155869,5930444,4.29501325,projects,2026-03-11 08:56:38.151+00
jaeyoon,486b3bcb-d037-4dcd-9cb2-5548ec96b845,claude-opus-4-6,35,4095,63212,354141,0.6746955,-Users-jyjung-RB-Y1,2026-03-11 08:48:56.85+00
inkeun,fa05a722-dcf4-4d97-bebb-0ca0d8d020a6,gpt-5.4,39620,1506,0,199808,0.2013924,workspace,2026-03-11 08:48:21.761+00
claude,4f82c459-ed67-4a9a-a87f-2b51bf8f6c7b,claude-opus-4-6,964,91532,3970999,34672501,44.44811425,projects,2026-03-11 08:43:09.388+00
ben_baldivia,7d5cc97b-f5ba-4e9b-baac-59d8d90834d9,claude-opus-4-6,9,457,15834,99458,0.1601615,projects,2026-03-11 08:37:51.284+00
claude,14ac9320-adc5-447d-b025-40280258ea4c,claude-opus-4-6,6,1871,117706,0,0.7824675,projects,2026-03-11 08:31:30.194+00
ben_baldivia,d4f45c4e-1532-458c-97b9-41bec8b9acfb,claude-opus-4-6,113,6387,93332,1713643,1.6003865,projects,2026-03-11 08:30:58.238+00
inkeun,b02ce3a9-c447-4f03-b9e0-e37fa7868706,gpt-5.4,16224,410,0,15232,0.0593916,workspace,2026-03-11 08:25:03.632+00
ben_baldivia,a6e9bfa1-32e3-4ba2-a5c1-ecdc6386d4b0,claude-opus-4-6,118,24032,120822,3705556,3.2093055,projects,2026-03-11 08:12:11.797+00
inkeun,0f70164b-73f2-4702-8f3b-734187f44a1e,gpt-5.4,52540,1042,0,100352,0.2033556,workspace,2026-03-11 08:05:24.716+00
inkeun,5031d2f7-7261-4e61-b70f-be8125f5066c,gpt-5.4,120897,3340,0,418432,0.5383206,workspace,2026-03-11 08:04:12.839+00
ben_baldivia,3ba9e61f-1acc-4029-989e-60ed4161743a,claude-opus-4-6,6,60,5280,53878,0.061469,-Users-benbaldivia-dev-2-kiloforge-wt-worker-4-backend-internal-adapter-prereq,2026-03-11 07:59:34.543+00
claude,611fa55a-63dc-4fe7-9e23-46e28ade3cc3,claude-opus-4-6,45,1527,206592,732908,1.696054,-mnt-harbor-users-claude-GitHub-transformers,2026-03-11 07:59:22.703+00
ben_baldivia,0e84d86f-019c-40e9-8018-e8a8c3f1814b,claude-opus-4-6,6,64,47178,12742,0.3028635,-Users-benbaldivia-dev-2-kiloforge-wt-worker-4-backend-internal-adapter-prereq,2026-03-11 07:59:17.975+00
ben_baldivia,0286f031-e0e5-4bc7-8708-45e1cac26d7a,claude-opus-4-6,319,5970,56409,1453911,1.23035675,projects,2026-03-11 07:58:49.892+00
ben_baldivia,0f82d45b-b255-491b-bc50-85d443652603,claude-opus-4-6,177,14551,345476,7484965,6.2663675,projects,2026-03-11 07:56:38.624+00
inkeun,f1325584-c727-4a59-bbb1-ef9d9119bfd5,claude-opus-4-6,77,8647,310784,4172146,4.245033,projects,2026-03-11 07:56:04.687+00
claude,a3f828a9-e2fa-4724-86c4-227055767238,claude-opus-4-6,11939,64415,1810973,14464301,20.22080175,projects,2026-03-11 07:49:01.713+00
김선후,df734960-b79e-49a0-a1f2-edea9966b984,claude-opus-4-6,203,28453,232937,7727132,6.03176225,C--Project-game-ai-learning-loop,2026-03-11 07:44:20.043+00
ben_baldivia,fcb46f6b-9292-4901-8350-767d5f671dc5,claude-opus-4-6,119,5829,94842,1384677,1.431421,projects,2026-03-11 07:41:26.274+00
inkeun,f5727200-05fa-40a7-856d-db38ae9c79f4,gpt-5.4,15528,216,0,15104,0.0543552,workspace,2026-03-11 07:24:41.502+00
ben_baldivia,3e1ab41f-699a-4d17-ba3b-5214a7278ee8,claude-opus-4-6,3135,473400,4651548,250844069,166.3448845,projects,2026-03-11 07:18:18.602+00
Da-hye Kim,e9a003ca-4ce1-4ec1-9b9e-7374cc8924e6,claude-opus-4-6,22,1414,61835,251832,0.54784475,-home-meliora-temp-for-claude-kiloforge-test-worker-1,2026-03-11 07:05:13.101+00
Da-hye Kim,e39e9c19-29ea-4143-8f47-cfa1eac66156,claude-opus-4-6,24,1198,26331,218442,0.30385975,projects,2026-03-11 07:05:08.507+00
inkeun,0cacdf91-7983-4204-8f96-03eeed7d718e,gpt-5.4,33460,880,0,48768,0.1282104,workspace,2026-03-11 07:03:32.48+00
inkeun,7dc60afe-b24d-467d-a2d7-f56d29ce5b72,gpt-5.4,130158,4976,0,457984,0.6025092,workspace,2026-03-11 07:02:49.553+00
Da-hye Kim,2b3ee120-cd36-4fe1-9dbf-5d8ae7ed3b5e,claude-opus-4-6,91,7688,96146,1414115,1.500625,projects,2026-03-11 06:53:55.939+00
ben_baldivia,e1917b3b-c614-4e28-926a-c9eb6aa46b6d,claude-opus-4-6,6,61,41750,17300,0.2711425,-Users-benbaldivia-dev-2-kiloforge-wt-worker-1-backend-internal-adapter-rest,2026-03-11 06:47:11.515+00
ben_baldivia,5c76cfa8-7faa-47eb-83fc-0f9410b8542c,claude-opus-4-6,6,66,41760,17300,0.27133,-Users-benbaldivia-dev-2-kiloforge-wt-worker-1-backend-internal-adapter-prereq,2026-03-11 06:47:10.894+00
ben_baldivia,dc802d5b-0a1d-4822-92a6-ff38552c7255,claude-opus-4-6,6,61,41538,17300,0.2698175,projects,2026-03-11 06:45:08.416+00
ben_baldivia,623c2275-0621-4935-b38c-b3b37ac68a64,claude-opus-4-6,6,58,41626,17300,0.2702925,projects,2026-03-11 06:45:01.98+00
